Tipo_Noticia,Texto,Classificação,Percentual_Negativa,Percentual_Positiva,Percentual_Neutra,Data_Cadastro
Outros,cresce o numero de startups com foco em solucao de problemas ambientais urbanos,Neutra,14.0,21.0,65.0,2025-05-07 00:00:00
Poluição,industria quimica e autuada por descarte irregular de efluentes em corpo dagua,Negativa,80.6,10.0,9.4,2025-05-07 00:00:00
Conservação,nova unidade de conservacao e criada com foco em proteger nascentes e trilhas de biodiversidade,Positiva,10.3,77.3,12.4,2025-05-07 00:00:00
Queimadas,estudo liga aumento de queimadas a reducao de verbas para fiscalizacao ambiental,Negativa,86.3,6.3,7.4,2025-05-07 00:00:00
Restauração Ecológica,comunidade quilombola lidera projeto de reflorestamento em area de caatinga,Positiva,8.7,79.2,12.1,2025-05-07 00:00:00
Mudanças Climáticas,cidades do interior registram aumento de temperaturas medias anuais na ultima decada,Negativa,81.3,8.9,9.8,2025-05-07 00:00:00
Biodiversidade,equipe de pesquisa registra som de especie ameacada pela primeira vez em seu habitat natural,Positiva,9.0,80.5,10.5,2025-05-07 00:00:00
Políticas Públicas,lei municipal proibe uso de plastico descartavel em eventos publicos,Positiva,10.2,76.0,13.8,2025-05-07 00:00:00
Tecnologia Ambiental,cientistas criam pintura que resfria superficies expostas ao sol sem necessidade de energia,Positiva,9.3,79.4,11.3,2025-05-07 00:00:00
Tecnologia Ambiental,engenheiros desenvolvem sistema que usa inteligencia artificial para prever enchentes com base em dados de satelite e sensores locais,Positiva,9.2,79.7,11.1,2025-05-07 00:00:00
Desmatamento,areas de floresta amazonica continuam sendo devastadas apesar de operacoes recentes para combater a exploracao ilegal de madeira,Negativa,88.1,5.9,6.0,2025-05-07 00:00:00
Conservação,projeto comunitario cria corredor ecologico entre reservas naturais para facilitar o deslocamento de especies silvestres,Positiva,10.4,78.8,10.8,2025-05-07 00:00:00
Poluição,relatorio ambiental detecta concentracoes perigosas de metais pesados em regioes industriais sem controle ambiental adequado,Negativa,84.9,7.4,7.7,2025-05-07 00:00:00
Outros,numero de cursos online sobre sustentabilidade cresce em plataformas educacionais indicando interesse da populacao,Neutra,11.3,22.1,66.6,2025-05-07 00:00:00
Queimadas,organizacoes denunciam que queimadas em terras indigenas aumentaram apos flexibilizacao de regras de protecao ambiental,Negativa,87.2,6.5,6.3,2025-05-07 00:00:00
Restauração Ecológica,cientistas monitoram reintroducao de especies nativas em regiao restaurada apos decadas de degradacao intensa,Positiva,9.9,80.2,9.9,2025-05-07 00:00:00
Mudanças Climáticas,pesquisas indicam que eventos climaticos extremos estao se tornando mais frequentes e intensos em todo o globo,Negativa,83.6,8.1,8.3,2025-05-07 00:00:00
Biodiversidade,descoberta de fungo raro que pode ajudar na degradacao de plasticos em ambiente natural anima comunidade cientifica,Positiva,8.6,81.7,9.7,2025-05-07 00:00:00
Políticas Públicas,governo estadual anuncia incentivo fiscal para empresas que reduzirem emissao de carbono em seus processos,Positiva,9.8,75.3,14.9,2025-05-07 00:00:00
Tecnologia Ambiental,nova tecnologia permite captacao de agua potavel diretamente da umidade do ar em comunidades isoladas,Positiva,8.9,78.5,12.6,2025-05-07 00:00:00
Desmatamento,documento revela que projetos de infraestrutura estao associados ao aumento do desmatamento em unidades de conservacao,Negativa,85.5,6.3,8.2,2025-05-07 00:00:00
Outros,pesquisa mostra que maioria dos brasileiros apoia medidas rigorosas contra crimes ambientais,Neutra,12.4,19.4,68.2,2025-05-07 00:00:00
Poluição,rios urbanos sofrem com descargas de esgoto sem tratamento em areas com infraestrutura precaria,Negativa,82.7,9.2,8.1,2025-05-07 00:00:00
Conservação,ong cria plataforma que conecta voluntarios a iniciativas de restauracao ambiental em diversas regioes do pais,Positiva,10.5,76.7,12.8,2025-05-07 00:00:00
Queimadas,incendios florestais afetam reservas naturais e colocam em risco animais em extincao,Negativa,86.2,7.0,6.8,2025-05-07 00:00:00
Restauração Ecológica,reflorestamento de area urbana transforma terreno abandonado em parque acessivel para a comunidade,Positiva,9.6,80.1,10.3,2025-05-07 00:00:00
Mudanças Climáticas,cidades costeiras sofrem com avancos do mar e perdas de infraestrutura publica essencial,Negativa,83.8,8.6,7.6,2025-05-07 00:00:00
Biodiversidade,nova pesquisa encontra relacao entre poluicao sonora e estresse em aves urbanas,Negativa,78.5,10.5,11.0,2025-05-07 00:00:00
Políticas Públicas,camara aprova projeto que obriga instalacao de paineis solares em escolas publicas de todo o pais,Positiva,9.7,77.4,12.9,2025-05-07 00:00:00
Tecnologia Ambiental,dispositivo compacto promete purificar ar de ambientes internos com eficiencia superior a filtros convencionais,Positiva,8.8,79.9,11.3,2025-05-07 00:00:00
Desmatamento,organismos internacionais alertam sobre possivel colapso ecologico em regioes criticas devido ao desmatamento acelerado,Negativa,89.3,4.2,6.5,2025-05-07 00:00:00
Outros,jovens ativistas organizam encontro nacional para discutir acoes concretas de sustentabilidade,Neutra,13.6,23.3,63.1,2025-05-07 00:00:00
Poluição,industria e multada por vazamento de substancias toxicas que atingiram rio utilizado para abastecimento,Negativa,84.4,6.9,8.7,2025-05-07 00:00:00
Conservação,cientistas capturam imagens raras de onca pintada em area reabilitada recentemente,Positiva,10.2,82.5,7.3,2025-05-07 00:00:00
Queimadas,governo admite dificuldade para conter queimadas em tempo seco prolongado e falta de recursos humanos,Negativa,85.5,7.2,7.3,2025-05-07 00:00:00
Restauração Ecológica,universidade publica desenvolve metodologia inovadora para acelerar crescimento de mudas nativas,Positiva,8.4,83.0,8.6,2025-05-07 00:00:00
Mudanças Climáticas,chuvas intensas causam deslizamentos de terra em comunidades de encosta com historico de risco,Negativa,82.2,9.1,8.7,2025-05-07 00:00:00
Biodiversidade,relatorio aponta que 25 por cento das especies de anfibios estao em risco critico de extincao,Negativa,81.6,9.6,8.8,2025-05-07 00:00:00
Políticas Públicas,estado aprova criacao de fundo para compensacao ambiental com foco em restauracao de biomas nativos,Positiva,10.6,74.2,15.2,2025-05-07 00:00:00
Tecnologia Ambiental,empresa brasileira cria tinta que absorve poluentes do ar aplicada em paredes externas,Positiva,9.1,79.1,11.8,2025-05-07 00:00:00
Desmatamento,fiscalizacoes encontram extensas areas derrubadas com indicios de uso de maquinaria pesada ilegal,Negativa,87.7,5.1,7.2,2025-05-07 00:00:00
Outros,escolas publicas recebem material didatico com foco em educacao para sustentabilidade,Neutra,14.0,20.3,65.7,2025-05-07 00:00:00
Poluição,aumento do transito em regioes metropolitanas eleva indices de poluentes inalaveis,Negativa,83.3,8.0,8.7,2025-05-07 00:00:00
Conservação,fazendeiros e ambientalistas firmam pacto para preservar nacentes em propriedades rurais,Positiva,10.0,76.2,13.8,2025-05-07 00:00:00
Queimadas,regioes de cerrado registram aumento expressivo de focos de calor segundo satelites,Negativa,86.6,6.1,7.3,2025-05-07 00:00:00
Restauração Ecológica,mutirao de voluntarios planta mais de vinte mil mudas em projeto de revitalizacao de nascente,Positiva,9.8,81.3,8.9,2025-05-07 00:00:00
Mudanças Climáticas,custos com desastres naturais triplicam em dez anos conforme relatorio de seguradoras,Negativa,84.1,7.5,8.4,2025-05-07 00:00:00
Biodiversidade,recifes artificiais instalados em costa ajudam a recuperar populacoes de peixes e corais,Positiva,8.7,78.8,12.5,2025-05-07 00:00:00
Políticas Públicas,governo federal libera recursos para restaurar areas degradadas por atividades mineradoras,Positiva,9.9,75.0,15.1,2025-05-07 00:00:00
Tecnologia Ambiental,sistema de energia solar flutuante e instalado em reservatorio para gerar energia limpa e reduzir evaporacao,Positiva,9.3,79.0,11.7,2025-05-07 00:00:00
Desmatamento,comunidades denunciam ameacas de grileiros a liderancas locais que denunciam desmatamento,Negativa,86.9,6.0,7.1,2025-05-07 00:00:00
Outros,feira de ciencias escolares destaca projetos voltados para solucao de problemas ambientais locais,Neutra,13.0,22.4,64.6,2025-05-07 00:00:00
Poluição,chuvas carregam lixo acumulado nas ruas para rios causando aumento de contaminacao,Negativa,82.5,9.4,8.1,2025-05-07 00:00:00
Conservação,biologos desenvolvem plano de manejo para proteger animais de pequeno porte em areas urbanas,Positiva,9.6,80.4,10.0,2025-05-07 00:00:00
Queimadas,queda nos investimentos compromete capacidade de combate a incendios florestais em regioes criticas,Negativa,85.7,7.3,7.0,2025-05-07 00:00:00
Restauração Ecológica,parceria entre universidade e prefeitura transforma lixao desativado em area verde com trilhas educativas,Positiva,10.2,77.9,11.9,2025-05-07 00:00:00
Mudanças Climáticas,recorde de temperatura afeta colheita e gera aumento no preco de alimentos basicos,Negativa,84.5,7.0,8.5,2025-05-07 00:00:00
Biodiversidade,plantas medicinais nativas sao catalogadas em projeto que une ciencia e saber tradicional,Positiva,8.5,82.1,9.4,2025-05-07 00:00:00
Políticas Públicas,cidade aprova lei que exige cobertura vegetal minima em novos empreendimentos urbanos,Positiva,9.0,78.2,12.8,2025-05-07 00:00:00
Tecnologia Ambiental,projeto inovador usa energia solar para impulsionar sistemas de dessalinizacao de agua em regioes aridas,Positiva,8.4,80.3,11.3,2025-05-07 00:00:00
Desmatamento,comunidades locais se mobilizam para combater o avanco de madeireiras ilegais que devastam areas protegidas,Negativa,87.8,6.3,5.9,2025-05-07 00:00:00
Conservação,cientistas criam modelo de plantio em grande escala para restaurar ecossistemas de floresta tropical em poucos anos,Positiva,9.5,78.7,11.8,2025-05-07 00:00:00
Poluição,emissao de gases poluentes por fabricas quimicas nas grandes cidades aumenta os riscos a saude publica,Negativa,83.0,7.9,9.1,2025-05-07 00:00:00
Outros,estudos indicam que areas urbanas bem planejadas podem reduzir a pegada ecologica das populacoes locais,Neutra,12.2,21.3,66.5,2025-05-07 00:00:00
Queimadas,em regioes do centrooeste incendios em matas ja afetam a fauna e flora nativas colocando ecossistemas em risco,Negativa,88.1,5.5,6.4,2025-05-07 00:00:00
Restauração Ecológica,projeto de reflorestamento urbano em cidades com alta poluicao do ar busca mitigar efeitos das mudancas climaticas,Positiva,8.8,79.6,11.6,2025-05-07 00:00:00
Mudanças Climáticas,numeros indicam que a frequencia de furacoes intensos nas regioes tropicais aumentou em 50 nos ultimos 30 anos,Negativa,84.3,8.2,7.5,2025-05-07 00:00:00
Biodiversidade,novos estudos revelam a rapida recuperacao de ecossistemas marinhos apos restricao da pesca em areas protegidas,Positiva,9.0,81.5,9.5,2025-05-07 00:00:00
Políticas Públicas,governo federal implementa programa de incentivo fiscal para agricultores que preservam areas de vegetacao nativa,Positiva,10.4,75.3,14.3,2025-05-07 00:00:00
Tecnologia Ambiental,dispositivos portateis para purificacao de agua ganham destaque em comunidades isoladas da amazonia,Positiva,9.3,77.9,12.8,2025-05-07 00:00:00
Desmatamento,novos dados de satelite revelam que a destruicao da vegetacao no pantanal dobrou nos ultimos cinco anos,Negativa,86.5,6.2,7.3,2025-05-07 00:00:00
Outros,congresso promove debate sobre solucoes para combater o desperdicio de alimentos e aumentar a seguranca alimentar,Neutra,11.8,20.9,67.3,2025-05-07 00:00:00
Poluição,poluicao sonora em areas urbanas e considerada um dos maiores desafios de saude publica no brasil,Negativa,82.9,9.5,7.6,2025-05-07 00:00:00
Conservação,rede de corredores ecologicos entre parques nacionais proporciona migracao de especies aumentando a biodiversidade,Positiva,10.2,77.5,12.3,2025-05-07 00:00:00
Queimadas,operacoes militares contra focos de incendio florestal sao intensificadas apos a chegada da estacao seca,Negativa,87.3,5.7,7.0,2025-05-07 00:00:00
Restauração Ecológica,pesquisa revela que metodos de regeneracao natural das florestas nativas sao eficazes e sustentaveis a longo prazo,Positiva,8.7,79.9,11.4,2025-05-07 00:00:00
Mudanças Climáticas,estudo alerta para os impactos da elevacao do nivel do mar em cidades costeiras ao redor do mundo,Negativa,85.0,7.3,7.7,2025-05-07 00:00:00
Biodiversidade,cientistas alertam que perda de habitat e um dos maiores causadores da extincao de animais em todo o planeta,Negativa,83.7,9.4,6.9,2025-05-07 00:00:00
Políticas Públicas,novos projetos de lei buscam combater o trafico de animais silvestres no pais com penas mais severas,Positiva,10.1,74.9,15.0,2025-05-07 00:00:00
Tecnologia Ambiental,tecnologia de reciclagem de plastico desenvolvido por startup brasileira reduz 60 do material usado,Positiva,9.6,78.3,12.1,2025-05-07 00:00:00
Desmatamento,governo lanca novo plano de acao para combater o desmatamento ilegal na amazonia com reforco de fiscalizacao,Positiva,8.3,80.0,11.7,2025-05-07 00:00:00
Outros,divulgacao de indicadores ambientais e crescimento de plataformas de monitoramento aumentam a conscientizacao da populacao,Neutra,12.5,19.8,67.7,2025-05-07 00:00:00
Poluição,projetos urbanos estao sendo repensados para reduzir a emissao de poluentes e melhorar a qualidade de vida nas grandes cidades,Positiva,8.2,78.9,12.9,2025-05-07 00:00:00
Conservação,algumas reservas naturais na africa estao sendo revitalizadas por meio de parcerias publicoprivadas para preservar ecossistemas vitais,Positiva,9.7,77.0,13.3,2025-05-07 00:00:00
Queimadas,estudo recente aponta que o aumento das queimadas no cerrado contribui para o agravamento da seca na regiao,Negativa,85.3,6.2,8.5,2025-05-07 00:00:00
Restauração Ecológica,grupos de voluntarios se unem para realizar mutiroes de plantio de mudas em areas devastadas por incendios,Positiva,8.4,79.2,12.4,2025-05-07 00:00:00
Mudanças Climáticas,umidade relativa do ar atinge niveis alarmantes devido ao aquecimento global afetando diretamente a agricultura,Negativa,83.1,7.4,9.5,2025-05-07 00:00:00
Biodiversidade,unidades de conservacao implementam medidas para aumentar a resistencia das especies a mudanca climatica,Positiva,8.9,80.4,10.7,2025-05-07 00:00:00
Políticas Públicas,governo de estado anuncia projeto para revitalizacao de areas de mangue focando em conservacao e biodiversidade,Positiva,9.1,77.2,13.7,2025-05-07 00:00:00
Tecnologia Ambiental,empresa usa ia para otimizar os processos de separacao e reciclagem de residuos plasticos,Positiva,8.6,79.4,12.0,2025-05-07 00:00:00
Desmatamento,pesquisa aponta que falta de fiscalizacao e impunidade aumentam o desmatamento ilegal em reservas ambientais,Negativa,87.4,6.1,6.5,2025-05-07 00:00:00
Outros,projeto sustentavel visa transformar o lixo organico de cidades em biofertilizantes para a agricultura urbana,Neutra,13.0,19.2,67.8,2025-05-07 00:00:00
Poluição,pesquisadores alertam sobre os efeitos da poluicao do ar na saude mental especialmente entre criancas e idosos,Negativa,81.7,9.8,8.5,2025-05-07 00:00:00
Conservação,parques ecologicos ao redor do mundo sao agora mais acessiveis ao publico com novas iniciativas de inclusao social,Positiva,9.2,78.8,12.0,2025-05-07 00:00:00
Queimadas,incendios florestais em grandes dimensoes sao responsaveis por perdas significativas em biodiversidade e fauna local,Negativa,84.6,7.3,8.1,2025-05-07 00:00:00
Restauração Ecológica,novo projeto de restauracao de zonas umidas promete beneficiar ecossistemas e comunidades locais ao mesmo tempo,Positiva,10.0,75.4,14.6,2025-05-07 00:00:00
Mudanças Climáticas,aumento da intensidade de tempestades de neve no hemisferio norte prejudica a agricultura e o transporte,Negativa,82.2,8.6,9.2,2025-05-07 00:00:00
Biodiversidade,restaurantes e mercados locais estao comecando a oferecer produtos de pesca sustentavel reduzindo o impacto na biodiversidade marinha,Positiva,8.8,79.1,12.1,2025-05-07 00:00:00
Políticas Públicas,governo aprova uso de incentivos fiscais para empresas que reduzem a pegada de carbono e implementam praticas sustentaveis,Positiva,9.3,76.8,14.0,2025-05-07 00:00:00
Tecnologia Ambiental,nova tecnologia permite que o lixo seja transformado em biocombustivel de maneira mais rapida e eficiente,Positiva,9.5,77.2,13.3,2025-05-07 00:00:00
Desmatamento,ministerio do meio ambiente denuncia aumento das invasoes em terras indigenas e unidade de conservacao na regiao norte,Negativa,86.8,6.7,6.5,2025-05-07 00:00:00
Outros,grandes empresas de moda estao se comprometendo a reduzir o impacto ambiental com novas praticas de producao sustentavel,Neutra,12.4,20.5,67.1,2025-05-07 00:00:00
Tecnologia Ambiental,novo sistema de irrigacao inteligente baseado em ia economiza 30 de agua na agricultura,Positiva,10.5,79.1,10.4,2025-05-07 00:00:00
Desmatamento,desmatamento ilegal na amazonia cresce 25 no ultimo semestre com avanco de atividades mineradoras,Negativa,88.2,6.1,5.7,2025-05-07 00:00:00
Conservação,parques naturais se tornam importantes para a recuperacao da biodiversidade apos serios danos causados pelo desmatamento,Positiva,8.9,77.3,13.8,2025-05-07 00:00:00
Poluição,estudo revela que poluicao do ar nas grandes metropoles tem efeito direto na saude cardiovascular das pessoas,Negativa,85.7,7.3,7.0,2025-05-07 00:00:00
Outros,projeto de agricultura regenerativa esta sendo implementado em varias regioes para combater os efeitos da degradacao do solo,Neutra,12.1,20.8,67.1,2025-05-07 00:00:00
